clip_uid,official_split,analysis_role,source_role,event_family,action_type,difficulty,dive_score,execution_quality,judge_sample_sd,disagreement_primary_eligible,teacher_predicted_score,global_linear_predicted_score,same_action_reference_predicted_score,plain_ridge_predicted_score,trustdive_predicted_quality,trustdive_predicted_score,teacher_adapter_gap,reference_distance,reference_dispersion,valid_reference_count,open_set,teacher_uncertainty,prediction_interval_width,teacher_error,ours_error,error_gain,reference_baseline,predicted_quality,phi_takeoff,phi_flight,phi_entry,top_phase,actual_max_intervention_phase,top_phase_intervention_match,targeted_intervention_effect,random_intervention_effect,phase_boundary_cosine,phase_boundary_top_match,reference_change_cosine,coalition_0,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,high_judge_risk,review_priority,review_reason,paired_mae_difference
01::115,test,official_test,source_fit,01,107b,3.0,67.5,7.5,0.1889822365046136,True,76.26667785644531,75.64750385284424,77.55099678039551,76.18969664722681,8.45542735606432,76.09884620457888,0.167831651866436,1.9269069e-07,0.17519623,5,False,0.0,10.921826395247948,8.766677856445312,8.598846204578876,0.167831651866436,8.395935,8.455427,0.016745249,0.041281383,0.0014654795,flight,flight,True,0.06181621551513672,0.06181621551513672,0.566916,0.5,0.008262472,8.395935,8.426823,8.426095,8.432182,8.385035,8.393611,8.443411,8.455427,False,0.19814241486068113,routine automatic scoring,-0.167831651866436
01::117,test,official_test,source_fit,01,6245d,3.6,81.0,7.499999999999999,0.34503277967117707,True,72.23003654479982,73.89019603729248,76.46407127380371,75.99981597661973,7.022356331348419,75.84144837856293,3.611411833763114,1.5511947e-05,0.45754948,5,False,0.0,13.545910035544765,8.769963455200184,5.15855162143707,3.611411833763114,7.4113235,7.0223565,0.18132646,0.0038097699,-0.5741033,entry,entry,True,0.5718894004821777,0.006716728210449219,0.962244,1.0,0.98069376,7.4113235,7.5868416,7.4193134,7.594246,6.82866,7.029073,6.841568,7.0223565,False,0.8359133126934984,teacher-adapter difference; predicted high judge disagreement,-3.611411833763114
01::118,test,official_test,source_fit,01,307c,3.4,79.2,7.764705882352942,0.28867513459481287,True,84.22536849975586,83.79899368286132,78.66793384552001,84.5500714123249,8.239034749567509,84.03815444558859,0.18721405416727066,1.915934e-09,0.2944266,5,False,0.0,12.02990797090354,5.0253684997558565,4.838154445588586,0.18721405416727066,7.884573,8.239035,-0.021195412,0.10923195,0.26642513,entry,entry,True,0.2778325080871582,0.11887264251708984,0.99366707,1.0,0.7525088,7.884573,7.8609595,7.984242,7.961202,8.139668,8.120162,8.257734,8.239035,False,0.38699690402476783,routine automatic scoring,-0.18721405416727066
01::120,test,official_test,source_fit,01,109c,3.7,77.7,6.999999999999999,0.34503277967117707,True,77.28216848373414,78.60900135040285,78.4435190677643,85.20621203184129,7.376101911067963,81.8747312128544,4.59256272912026,4.9953513e-07,0.24708003,5,False,0.0,11.589887046056118,0.41783151626586346,4.174731212854397,-3.7568996965885333,7.116962,7.376102,0.6364061,0.41749564,-0.7947617,entry,takeoff,False,0.46006202697753906,0.9838342666625977,0.94346714,0.5,0.9937203,7.116962,7.422963,7.27278,7.836164,6.0045238,6.6799054,6.3922677,7.376102,False,0.8792569659442725,teacher-adapter difference; predicted high judge disagreement,3.7568996965885333
01::123,test,official_test,source_fit,01,207b,3.6,91.8,8.5,0.2439750182371333,True,89.72037048339844,89.20156517028809,90.93649520874024,88.79122034311295,8.234047375619411,88.92771165668965,0.792658826708788,1.2685868e-07,0.17080946,5,False,0.0,10.881057445767414,2.079629516601557,2.8722883433103448,-0.792658826708788,8.213559,8.234047,0.011278947,0.00023492177,0.008973916,takeoff,flight,False,0.0038166046142578125,0.0038166046142578125,0.29912978,0.0,-0.8702292,8.213559,8.232593,8.219476,8.233388,8.23114,8.239202,8.23023,8.234047,False,0.5015479876160991,phase boundary ambiguity,0.792658826708788
01::126,test,official_test,source_fit,01,307c,3.4,54.45,5.338235294117648,0.6074928962939559,True,62.44574947357177,64.73269901275634,62.11891107559204,66.061470079422,6.510685235261917,66.40898939967155,3.9632399260997815,3.0147373e-06,0.45380706,5,False,0.0,13.511129347065715,7.99574947357177,11.958989399671552,-3.9632399260997815,6.302386,6.5106854,0.3588271,0.14540291,-0.2959304,takeoff,takeoff,True,0.38100576400756836,0.14505958557128906,0.9138253,0.0,0.7901333,6.302386,6.6504855,6.4595833,6.795787,6.0070777,6.365626,6.1296797,6.5106854,True,0.8111455108359134,teacher-adapter difference,3.9632399260997815
01::131,test,official_test,source_fit,01,207c,3.3,84.15,8.500000000000002,0.18898223650461357,True,83.41004161834715,82.78915786743163,85.10380554199217,83.616302780807,8.420229628682137,83.36027332395314,0.049768294394013424,2.269158e-07,0.0889815,5,False,0.0,10.12057952710879,0.7399583816528548,0.7897266760468682,-0.049768294394013424,7.965949,8.42023,-0.02617065,-0.019423643,0.49987516,entry,entry,True,0.5004177093505859,0.023566246032714844,0.9969451,1.0,0.980267,7.965949,7.93684,7.9414086,7.919812,8.464948,8.434871,8.443796,8.42023,False,0.5758513931888545,routine automatic scoring,0.049768294394013424
01::133,test,official_test,source_fit,01,207c,3.3,66.0,6.666666666666668,0.2672612419124244,True,56.60767064094543,59.32586159706115,60.23543429374694,61.48992640972136,6.144397437572479,60.82953463196753,4.221863991022104,2.1522837e-06,0.3263151,5,False,0.0,12.326267687831841,9.392329359054571,5.170465368032467,4.221863991022104,5.7619767,6.1443973,0.22155873,0.11336199,0.047499817,takeoff,takeoff,True,0.25378894805908203,0.1816873550415039,0.87452024,0.5,0.7631264,5.7619767,5.963136,5.8188443,6.050148,5.774558,5.96271,5.8906083,6.1443973,False,0.8173374613003096,teacher-adapter difference,-4.221863991022104
01::135,test,official_test,source_fit,01,307c,3.4,74.25,7.279411764705883,0.24397501823713327,True,74.42214260101318,75.21706237792968,73.09924936294556,75.68852952718734,7.44257178902626,75.91423224806785,1.4920896470546694,6.364177e-07,0.18975726,5,False,0.0,11.05715103981823,0.1721426010131779,1.6642322480678473,-1.4920896470546694,7.3102202,7.4425716,0.21646015,0.0559961,-0.14010485,takeoff,takeoff,True,0.2185649871826172,0.12346935272216797,0.94182783,0.0,0.985436,7.3102202,7.5251594,7.3644376,7.566041,7.1540637,7.384213,7.2240067,7.4425716,False,0.6439628482972136,routine automatic scoring,1.4920896470546694
01::139,test,official_test,source_fit,01,5253b,3.2,72.0,7.499999999999999,0.24397501823713333,True,66.29691925048829,67.5119384765625,66.58895874023439,67.79381618499757,7.052070885896683,67.69988050460816,1.402961254119873,4.2428837e-07,0.36785644,5,False,0.0,12.712337069063715,5.703080749511713,4.30011949539184,1.402961254119873,6.876245,7.052071,0.10314568,0.003627618,0.06905278,takeoff,takeoff,True,0.1166543960571289,0.05893850326538086,0.3364073,0.0,-0.1783313,6.876245,6.969602,6.8932085,6.9931326,6.959132,7.058059,6.9354167,7.052071,False,0.6130030959752322,phase boundary ambiguity,-1.402961254119873
01::142,test,official_test,source_fit,01,307c,3.4,64.35,6.3088235294117645,0.24397501823713327,True,45.27419242858886,49.700399208068845,46.40638332366943,53.345093715190885,5.233497381210327,53.38167328834533,8.107480859756471,2.372436e-05,0.35121682,5,False,0.0,12.55769477449415,19.075807571411133,10.968326711654662,8.107480859756471,5.3654013,5.2334976,-0.010835965,0.45419565,-0.5752633,entry,entry,True,0.5168380737304688,0.06443643569946289,0.9782772,1.0,0.994675,5.3654013,5.400528,5.790805,5.7503357,4.724075,4.7581477,5.297934,5.2334976,False,0.9814241486068112,teacher-adapter difference,-8.107480859756471
01::144,test,official_test,source_fit,01,6142d,3.1,69.75,7.499999999999999,0.28867513459481287,True,78.15126914978028,77.59338054656983,78.15126914978028,78.15126914978028,8.403362274169922,78.15126914978028,0.0,1.1240712e-06,0.33289447,2,True,0.0,12.387413841552359,8.401269149780276,8.401269149780276,0.0,,,,,,open_set,open_set,False,,,,,,,,,,,,,,False,0.9102167182662538,insufficient similar references; phase boundary ambiguity; predicted high judge disagreement,0.0
01::153,test,official_test,source_fit,01,207b,3.6,81.0,7.499999999999999,0.1889822365046136,True,76.11966018676759,77.29524536132813,76.08566608428956,78.56108086109163,7.247387677431107,78.27178691625596,2.152126729488373,3.2260268e-06,0.5050984,5,False,0.0,13.987811596464436,4.8803398132324105,2.7282130837440377,2.152126729488373,7.5474544,7.247388,0.248926,0.088922344,-0.63791484,entry,entry,True,0.6917934417724609,0.6917934417724609,0.9647092,1.0,0.9949891,7.5474544,7.7833033,7.7140646,7.9391813,6.9464316,7.25314,7.0023713,7.247388,False,0.8792569659442725,wide prediction interval; predicted high judge disagreement,-2.152126729488373
01::157,test,official_test,source_fit,01,207b,3.6,39.6,3.6666666666666665,0.6986381310057719,True,33.44896602630615,39.940518665313725,42.3358720779419,37.16974890232086,3.3785603046417236,36.48845129013062,3.039485263824467,0.0006926385,0.33911613,5,False,0.0,12.445235507088016,6.151033973693849,3.111548709869382,3.039485263824467,4.769811,3.3785603,0.08182875,0.030586282,-1.5036659,entry,entry,True,1.5977113246917725,1.5977113246917725,0.9993975,1.0,0.9975801,4.769811,4.916631,4.770196,4.9762716,3.3562782,3.321685,3.3656354,3.3785603,True,0.9938080495356038,predicted high judge disagreement,-3.039485263824467
01::161,test,official_test,source_fit,01,5255b,3.6,81.0,7.499999999999999,0.7559289460184545,True,90.91081809997559,90.24370765686035,90.51250877380372,90.84373151957989,8.403306730091572,90.75571268498898,0.15510541498660757,1.9828147e-07,0.28619608,5,False,0.0,11.953416768536359,9.910818099975586,9.755712684988978,0.15510541498660757,8.406971,8.403307,-0.03967333,-0.011022091,0.047031403,entry,takeoff,False,0.04107093811035156,0.04107093811035156,0.19482304,1.0,0.9826306,8.406971,8.368812,8.404075,8.362236,8.459974,8.422443,8.444483,8.403307,True,0.1238390092879257,phase boundary ambiguity,-0.15510541498660757
01::162,test,official_test,source_fit,01,5255b,3.6,86.4,8.0,0.34503277967117707,True,91.33900680541993,90.61854400634766,91.03883285522461,90.59703633785249,8.403482161462307,90.75760734379293,0.5813994616270008,3.506635e-07,0.30547917,5,False,0.0,12.132626429764029,4.939006805419922,4.357607343792921,0.5813994616270008,8.456636,8.403482,-0.052852154,0.011873245,-0.012175083,takeoff,takeoff,True,0.04706764221191406,0.016082763671875,0.5187626,0.0,0.16182062,8.456636,8.39756,8.46879,8.419565,8.447929,8.392329,8.45055,8.403482,False,0.4024767801857585,routine automatic scoring,-0.5813994616270008
01::167,test,official_test,source_fit,01,5253b,3.2,67.2,6.999999999999999,0.39339789623472154,True,65.64535675048829,66.94155120849611,67.06507415771485,67.66418609619141,6.992904186248779,67.13188018798829,1.4865234374999972,4.260495e-07,0.31023103,5,False,0.0,12.176788417860628,1.554643249511713,0.06811981201171591,1.4865234374999972,6.597143,6.992904,-0.028047642,0.19729726,0.2265114,entry,entry,True,0.23129796981811523,0.23129796981811523,0.8960763,0.5,0.78496325,6.597143,6.540869,6.770447,6.761606,6.8157773,6.774704,6.995816,6.992904,False,0.6346749226006192,routine automatic scoring,-1.4865234374999972
01::169,test,official_test,source_fit,01,5255b,3.6,84.6,7.833333333333332,0.2672612419124244,True,78.25320854187012,79.16299495697022,77.89862651824951,79.48235536515713,7.309921532869339,78.94715255498886,0.6939440131187382,6.896378e-07,0.2711689,5,False,0.0,11.813759736713923,6.346791458129871,5.652847445011133,0.6939440131187382,7.5178194,7.3099217,0.12904565,-0.059666235,-0.27727708,entry,entry,True,0.2948269844055176,0.1431441307067871,0.47845098,0.5,0.9988038,7.5178194,7.6335063,7.464506,7.6047487,7.258832,7.375201,7.1667776,7.3099217,False,0.44891640866873067,routine automatic scoring,-0.6939440131187382
01::171,test,official_test,source_fit,01,6243d,3.2,68.8,7.166666666666665,0.2672612419124244,True,78.65906982421876,78.33400268554689,81.55321655273438,79.370139169693,8.2645283639431,79.33947229385377,0.6804024696350126,3.5421903e-07,0.38031223,5,False,0.0,12.82809645116806,9.859069824218764,10.539472293853777,-0.6804024696350126,8.302944,8.264528,-0.0400486,0.007071972,-0.0054392815,takeoff,takeoff,True,0.039597511291503906,0.008591651916503906,0.4119981,0.0,-0.6888337,8.302944,8.262647,8.308699,8.271803,8.299542,8.255937,8.304126,8.264528,False,0.44272445820433437,routine automatic scoring,0.6804024696350126
01::177,test,official_test,source_fit,01,6142d,3.1,60.45,6.5,0.6267831705280087,True,63.92363748550415,65.13824830055238,63.92363748550415,63.92363748550415,6.873509407043457,63.92363748550415,0.0,3.793418e-05,0.33307567,2,True,0.0,12.389097827902768,3.473637485504149,3.473637485504149,0.0,,,,,,open_set,open_set,False,,,,,,,,,,,,,,True,0.9102167182662538,insufficient similar references; phase boundary ambiguity; predicted high judge disagreement,0.0
01::182,test,official_test,source_fit,01,5255b,3.6,86.4,8.0,0.2439750182371333,True,86.8573471069336,86.69521980285646,87.55079383850098,87.10900367796421,8.047489382326603,86.91288532912732,0.05553822219371796,6.20118e-07,0.29878193,5,False,0.0,12.070384854001425,0.4573471069335966,0.5128853291273145,-0.05553822219371796,7.6151404,8.047489,-0.022396803,-0.055862904,0.51060843,entry,entry,True,0.5131168365478516,0.022667884826660156,0.992233,1.0,0.9936556,7.6151404,7.5921183,7.5617137,7.5343723,8.122344,8.106685,8.070157,8.047489,False,0.7275541795665634,routine automatic scoring,0.05553822219371796
02::5,test,official_test,source_fit,02,407c,3.2,81.6,8.499999999999998,0.1889822365046136,True,85.92015380859377,84.69049072265626,86.96520080566408,86.41346769332887,8.992136962711811,86.3245148420334,0.4043610334396277,4.7968285e-07,0.17927256,5,False,0.0,10.959710271731929,4.320153808593773,4.7245148420334,-0.4043610334396277,8.930854,8.992137,0.11924235,-0.0061333976,-0.05182584,takeoff,takeoff,True,0.12420940399169922,0.12420940399169922,0.8947664,1.0,0.64304465,8.930854,9.045808,8.925254,9.044131,8.879875,8.998125,8.867928,8.992137,False,0.38699690402476783,routine automatic scoring,0.4043610334396277
02::6,test,official_test,source_fit,02,5253b,3.2,68.8,7.166666666666665,0.2672612419124244,True,56.76810607910157,59.17023468017579,58.92815551757813,59.5741255760193,6.259435772895813,60.09058341979981,3.322477340698242,3.2341452e-06,0.10875565,5,False,0.0,10.304352915983216,12.031893920898426,8.709416580200184,3.322477340698242,6.335665,6.2594357,0.12827842,0.0829064,-0.2874144,entry,entry,True,0.3601036071777344,0.3601036071777344,0.9930649,1.0,0.99399877,6.335665,6.4903784,6.476129,6.6195393,6.101033,6.2539935,6.177499,6.2594357,False,0.7863777089783281,routine automatic scoring,-3.322477340698242
